"id","name","image","modified","year","trend","updated_by_id"
"487","Like a Prayer","images/albums/image_VnMW6A4.jpg","24/11/2023 06:21:42.-1f+00","1989","f","24"
"488","Лена","images/albums/image_I9FGuTX.jpg","24/11/2023 06:25:34.-1f+00","2012","f","1"
"489","Клавиши","images/albums/image_pcpPySz.jpg","24/11/2023 06:42:10.-1f+00","2008","f","1"
"494","Oh My My (Deluxe)","images/albums/image_Cx8Cklv.jpg","24/11/2023 08:50:22.-1f+00","2016","f","24"
"495","Шопен","images/albums/image_0ddLV1r.jpg","24/11/2023 08:52:15.-1f+00","2006","f","1"
"496","Import","images/albums/image_vIGhPiZ.jpg","24/11/2023 09:31:53.-1f+00","2016","f","1"
"497","The Last Ship","images/albums/image_T8wZvej.jpg","24/11/2023 09:39:46.-1f+00","2013","f","23"
"498","Когда хорошему человеку плохо","images/albums/image_Xhy2vkP.jpg","24/11/2023 09:48:48.-1f+00","2021","f","25"
"499","Export","images/albums/image_upAeo2d.jpg","24/11/2023 10:07:42.-1f+00","2014","f","1"
"507","Уроборос: Зеркала","images/albums/image_8j69WkN.jpg","25/11/2023 04:26:56.-1f+00","2017","f","1"
"513","Origins (Deluxe)","images/albums/image_Dm4r2jI.jpg","25/11/2023 06:23:20.-1f+00","2018","f","1"
"500","CROSS","images/albums/image_LxUe2RQ.jpg","24/11/2023 10:50:37.-1f+00","2020","f","25"
"501","Вспоминайте Грузина","images/albums/image_9KM9iLF.jpg","24/11/2023 11:53:47.-1f+00","2007","f","1"
"502","Immigrant","images/albums/image_9QnDo86.jpg","24/11/2023 11:59:17.-1f+00","2022","f","25"
"503","ANTI (Deluxe)","images/albums/image_0ZJMNft.jpg","24/11/2023 12:38:26.-1f+00","2016","f","22"
"504","Небесные розы - EP","images/albums/image_HQJeIwh.jpg","25/11/2023 04:02:36.-1f+00","2020","f","22"
"505","Уроборос: Улица 36","images/albums/image_juByM5n.jpg","25/11/2023 04:06:22.-1f+00","2017","f","1"
"506","Human (Deluxe)","images/albums/image_9vshw7C.jpg","25/11/2023 04:09:42.-1f+00","2021","f","24"
"484","Список твоих мыслей","images/albums/image_SSSxwii.jpg","25/11/2023 04:28:20.-1f+00","2019","f","22"
"508","Праздник на улице 36","images/albums/image_3hmb9P0.jpg","25/11/2023 04:45:11.-1f+00","2017","f","1"
"509","This One's for You Too (Deluxe Edition)","images/albums/image_BjEkZHX.jpg","25/11/2023 05:12:36.-1f+00","2017","f","24"
"514","Моя душа","images/albums/image_yfrWUZp.jpg","25/11/2023 06:25:58.-1f+00","2005","f","1"
"511","Дом с нормальными явлениями","images/albums/image_6NWXJlm.jpg","25/11/2023 05:31:47.-1f+00","2015","f","1"
"510","Smoke + Mirrors (Deluxe)","images/albums/image_3uMesSe.jpeg","25/11/2023 05:45:57.-1f+00","2014","f","1"
"512","Evolve","images/albums/image_gkQw0uj.jpg","25/11/2023 05:49:51.-1f+00","2017","f","1"
"515","Soldier of Love","images/albums/image_O6e2kr8.jpg","25/11/2023 06:35:47.-1f+00","2010","f","24"
"516","Мой принц","images/albums/image_ZohllyA.jpg","25/11/2023 06:37:18.-1f+00","2005","f","1"
"517","Mercury - Act 1","images/albums/image_Ys6HmTp.jpg","25/11/2023 06:52:58.-1f+00","2021","f","1"
"518","Белый блюз","images/albums/image_vB0LnGE.jpg","25/11/2023 07:03:18.-1f+00","2019","f","1"
"519","Love Deluxe","images/albums/image_RPPAwpZ.jpg","25/11/2023 07:21:12.-1f+00","1992","f","24"
"520","A Girl Like Me","images/albums/image_bgA3VGu.jpg","25/11/2023 07:25:38.-1f+00","2006","f","22"
"521","Mercury - Act 2","images/albums/image_gCP2jcs.jpg","25/11/2023 07:29:59.-1f+00","2022","f","1"
"522","День первый","images/albums/image_BjUUbHi.jpg","25/11/2023 07:36:51.-1f+00","2018","f","1"
"523","Stronger Than Pride","images/albums/image_1nXXOlw.jpg","25/11/2023 08:08:37.-1f+00","1988","f","24"
"524","Dreaming Out Loud","images/albums/image_WxhuQjS.jpg","25/11/2023 09:54:11.-1f+00","2007","f","1"
"525","Waking Up (Deluxe Version)","images/albums/image_a0hJFCZ.jpeg","25/11/2023 13:29:43.-1f+00","2010","f","1"
"526","Классный","images/albums/image_f7S0eZx.jpg","27/11/2023 04:06:33.-1f+00","2006","f","1"
"527","Promise","images/albums/image_zQNLtXQ.jpg","27/11/2023 04:12:48.-1f+00","1985","f","24"
"528","Попутчица","images/albums/image_ZDI5lkY.jpg","27/11/2023 04:37:26.-1f+00","2004","f","1"
"529","...Nothing Like The Sun","images/albums/image_w5palnN.jpg","27/11/2023 04:39:20.-1f+00","1987","f","23"
"530","Ночью проще писать","images/albums/image_wTTpQTx.jpg","27/11/2023 05:36:50.-1f+00","2021","f","22"
"531","Diamond Life","images/albums/image_biQmP6x.jpg","27/11/2023 05:37:31.-1f+00","1984","f","24"
"532","Yeezus","images/albums/image_RKmTvGN.jpg","27/11/2023 06:58:14.-1f+00","2013","f","24"
"533","Кино","images/albums/image_Gqfd0mF.jpg","27/11/2023 07:19:46.-1f+00","2023","f","22"
"534","Крик души","images/albums/image_85TugdS.jpg","27/11/2023 07:19:46.-1f+00","2019","f","1"
"535","My Beautiful Dark Twisted Fantasy","images/albums/image_oubZCoj.jpg","27/11/2023 08:21:49.-1f+00","2010","f","24"
"536","Ten Summoner's Tales","images/albums/image_n0UDp1H.jpg","27/11/2023 08:58:10.-1f+00","1993","f","23"
"537","Supreme XL","images/albums/image_u5ZMOVk.jpg","27/11/2023 09:00:28.-1f+00","2019","f","22"
"538","Откровенно","images/albums/image_ns6vddN.jpg","27/11/2023 09:01:26.-1f+00","2015","f","1"
"561","Fijación Oral, Vol. 1","images/albums/image_4nWydyt.jpg","29/11/2023 07:13:29.-1f+00","2005","f","22"
"540","Тебе вкатит","images/albums/image_sF1xK8H.jpg","27/11/2023 09:49:58.-1f+00","2019","f","25"
"541","808s & Heartbreak","images/albums/image_EOjTdM6.jpg","27/11/2023 10:48:38.-1f+00","2008","f","24"
"542","Dua Lipa (Complete Edition)","images/albums/image_tsAXgE1.jpg","27/11/2023 10:56:23.-1f+00","2017","f","25"
"543","Dawn FM","images/albums/image_aDYlOmw.jpg","27/11/2023 12:53:51.-1f+00","2022","f","22"
"544","Mercury Falling","images/albums/image_hnmbdxI.jpg","27/11/2023 13:06:43.-1f+00","1996","f","23"
"545","Brand New Day","images/albums/image_InItVxu.jpg","28/11/2023 04:46:52.-1f+00","1999","f","23"
"546","Graduation","images/albums/image_eZuOj20.jpg","28/11/2023 05:34:08.-1f+00","2007","f","24"
"539","Высоко","images/albums/image_JlCcBLd.jpeg","28/11/2023 06:14:51.-1f+00","2005","f","1"
"547","Purpose","images/albums/image_g6W8E3z.jpg","28/11/2023 07:29:14.-1f+00","2015","f","24"
"548","After Hours","images/albums/image_tJjmN42.jpg","28/11/2023 07:47:46.-1f+00","2020","f","22"
"549","Believe (Deluxe Edition)","images/albums/image_a0WxgV6.jpg","28/11/2023 09:13:35.-1f+00","2012","f","24"
"550","We Are the Night","images/albums/image_7OBZTzB.jpg","28/11/2023 09:23:28.-1f+00","2007","f","23"
"551","Future Nostalgia","images/albums/image_53W7YUG.jpg","28/11/2023 10:17:37.-1f+00","2020","f","25"
"552","My Dear Melancholy,","images/albums/image_VzXyJRJ.jpg","28/11/2023 11:34:50.-1f+00","2018","f","22"
"553","Pies Descalzos","images/albums/image_jltHfsp.jpg","29/11/2023 04:02:33.-1f+00","1995","f","22"
"554","Watch the Throne (Deluxe)","images/albums/image_6OnhDIV.jpg","29/11/2023 04:10:30.-1f+00","2011","f","24"
"555","Push the Button","images/albums/image_CfMYKvZ.jpg","29/11/2023 04:19:58.-1f+00","2005","f","23"
"556","Vinyl #1","images/albums/image_PnTV9xC.jpg","29/11/2023 06:30:00.-1f+00","2019","f","1"
"557","Vinyl #2","images/albums/image_rnYkK7F.jpg","29/11/2023 06:31:29.-1f+00","2021","f","1"
"558","ye","images/albums/image_Y6CUM8m.jpg","29/11/2023 06:48:02.-1f+00","2018","f","24"
"559","Zima","images/albums/image_nlJ7tTS.jpg","29/11/2023 07:03:34.-1f+00","2022","f","1"
"560","В мире весёлых","images/albums/image_p78BKne.jpg","29/11/2023 07:05:32.-1f+00","2023","f","1"
"562","The College Dropout","images/albums/image_CFIStBz.jpg","29/11/2023 07:37:39.-1f+00","2004","f","24"
"563","H2LO","images/albums/image_xCbiWqv.jpg","29/11/2023 07:40:40.-1f+00","2017","f","1"
"564","SOLD OUT","images/albums/image_khcp69H.jpg","29/11/2023 07:41:39.-1f+00","2019","f","1"
"565","Sacred Love","images/albums/image_txn21dc.jpg","29/11/2023 07:43:56.-1f+00","2003","f","23"
"566","The Pursuit of Happyness","images/albums/image_amfnTJf.jpg","29/11/2023 09:06:04.-1f+00","2021","f","25"
"567","Высоко","images/albums/image_uWb1hOG.jpg","29/11/2023 09:55:25.-1f+00","2020","f","1"
"568","Новый рассвет","images/albums/image_lwTosEf.jpg","29/11/2023 09:56:17.-1f+00","2020","f","1"
"569","The Life of Pablo","images/albums/image_jsDIfl9.jpg","29/11/2023 09:57:04.-1f+00","2016","f","24"
"570","Saudade 4130","images/albums/image_Bc6Ivai.jpg","29/11/2023 10:14:37.-1f+00","2023","f","25"
"571","Oral Fixation, Vol. 2","images/albums/image_pdyVGNE.jpg","29/11/2023 10:27:16.-1f+00","2005","f","22"
"572","Under The Mistletoe","images/albums/image_a3xFftX.jpg","30/11/2023 04:52:13.-1f+00","2011","f","24"
"573","Come With Us","images/albums/image_XqkDutq.jpg","30/11/2023 05:13:46.-1f+00","2002","f","23"
"574","Laundry Service","images/albums/image_POtFkEj.jpg","30/11/2023 05:54:44.-1f+00","2001","f","22"
"575","My World 2.0","images/albums/image_FXMsnwB.jpg","30/11/2023 06:14:34.-1f+00","2010","f","24"
"576","LOVE? (Deluxe Edition)","images/albums/image_4jAeiKX.jpg","30/11/2023 07:17:51.-1f+00","2011","f","24"
"577","Sale el Sol","images/albums/image_GQjOwAS.jpg","30/11/2023 08:45:23.-1f+00","2010","f","22"
"578","Surrender","images/albums/image_aRzURGf.jpg","30/11/2023 09:52:14.-1f+00","1999","f","23"
"579","Татьянин день","images/albums/image_HlPYlLK.jpg","30/11/2023 10:10:57.-1f+00","2013","f","1"
"580","Время","images/albums/image_8R9aydG.jpg","30/11/2023 10:37:55.-1f+00","2013","f","1"
"581","Nine Track Mind","images/albums/image_79Qq3do.jpg","30/11/2023 10:49:36.-1f+00","2016","f","25"
"582","Voicenotes","images/albums/image_0fFKuKf.jpg","30/11/2023 12:21:49.-1f+00","2018","f","25"
"583","Цвет любовь","images/albums/image_KVNC2fb.jpg","1/12/2023 04:44:11.-1f+00","2020","f","1"
"584","Dig Your Own Hole","images/albums/image_OKp3esq.jpg","1/12/2023 04:48:22.-1f+00","1997","f","23"
"585","This Is Me...Then","images/albums/image_wLxbSX3.jpg","1/12/2023 04:59:26.-1f+00","2002","f","24"
"586","Exit Planet Dust","images/albums/image_JhSm1H5.jpg","1/12/2023 05:44:56.-1f+00","1995","f","23"
"587","On The 6","images/albums/image_q35heh1.jpg","1/12/2023 06:17:03.-1f+00","1999","f","24"
"588","El Dorado","images/albums/image_dS4XAgY.jpg","1/12/2023 06:28:03.-1f+00","2017","f","22"
"589","Better Living Through Chemistry","images/albums/image_A199AJJ.jpg","1/12/2023 06:43:36.-1f+00","1996","f","23"
"590","Halfway Between the Gutter and the Stars","images/albums/image_XDvZlTP.jpg","1/12/2023 07:31:19.-1f+00","2000","f","23"
"591","Happier Than Ever","images/albums/image_1nCHRBJ.jpg","1/12/2023 08:19:36.-1f+00","2021","f","22"
"592","On The Floor At The Boutique","images/albums/image_ajjq0HX.jpg","1/12/2023 08:49:59.-1f+00","2000","f","23"
"593","Иначе","images/albums/image_DekZW9U.jpg","1/12/2023 09:10:23.-1f+00","2008","f","1"
"594","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","images/albums/image_Zs9op6C.jpg","1/12/2023 10:47:00.-1f+00","2019","f","22"
"595","Live On Brighton Beach","images/albums/image_6e7Otyl.jpg","1/12/2023 10:47:34.-1f+00","2002","f","23"
"596","Одна звезда","images/albums/image_hh3nYHa.jpg","1/12/2023 10:58:42.-1f+00","2005","f","1"
"597","Моя кассета - твой первый диск","images/albums/image_oHEEdgL.jpg","1/12/2023 11:12:22.-1f+00","2020","f","24"
"598","Небо над землёй","images/albums/image_Q67eFTr.jpg","1/12/2023 11:28:44.-1f+00","2018","f","24"
"599","Palookaville","images/albums/image_4DuMYdG.jpg","1/12/2023 11:40:32.-1f+00","2004","f","23"
"600","Тебе одной","images/albums/image_2hajUkV.jpg","1/12/2023 11:44:31.-1f+00","2007","f","1"
"601","КРИОЛИТ","images/albums/image_mAdLFZI.jpg","1/12/2023 11:53:34.-1f+00","2022","f","22"
"602","К Тебе Иду","images/albums/image_7tLccAG.jpg","1/12/2023 12:00:57.-1f+00","2007","f","25"
"603","You've Come a Long Way Baby","images/albums/image_764StUN.jpg","1/12/2023 12:11:21.-1f+00","1998","f","23"
"604","Берега мечты","images/albums/image_g7ullII.jpg","1/12/2023 12:36:51.-1f+00","2006","f","25"
"605","Heavier Things","images/albums/image_BQztfGj.jpg","1/12/2023 12:42:12.-1f+00","2003","f","23"
"606","Голос черновиков","images/albums/image_T2ROJbg.jpg","2/12/2023 03:53:55.-1f+00","2019","f","22"
"607","Садовник","images/albums/image_F3HfzEe.jpg","2/12/2023 03:55:20.-1f+00","2018","f","24"
"608","Этапы","images/albums/image_rGTnKlY.jpg","2/12/2023 03:58:05.-1f+00","2018","f","1"
"609","Ножницы","images/albums/image_iyKiz6o.jpg","2/12/2023 04:27:20.-1f+00","1997","f","24"
"610","Хентай","images/albums/image_DKYFYWP.jpg","2/12/2023 04:32:04.-1f+00","2018","f","22"
"611","Цена жизни","images/albums/image_Uz9dqnh.jpg","2/12/2023 04:38:19.-1f+00","2018","f","1"
"612","Танцуй на битом стекле","images/albums/image_5emw2cU.jpg","2/12/2023 04:40:33.-1f+00","1998","f","24"
"613","Triumph","images/albums/image_7XAx5po.jpg","2/12/2023 04:55:58.-1f+00","2018","f","24"
"614","Ляля - EP","images/albums/image_cpzawNQ.jpg","2/12/2023 05:04:01.-1f+00","2018","f","22"
"615","Мой отец","images/albums/image_urlc32C.jpg","2/12/2023 05:12:52.-1f+00","2018","f","1"
"616","Романы, Часть 1","images/albums/image_DJsPXFy.jpg","2/12/2023 05:13:41.-1f+00","2020","f","24"
"617","For You...","images/albums/image_T2ANvWS.jpg","2/12/2023 05:26:23.-1f+00","2007","f","24"
"618","ПРОСТЫМ - EP","images/albums/image_qcb3slv.jpg","2/12/2023 05:31:04.-1f+00","2020","f","22"
"619","Magico Amor","images/albums/image_z8JPhB1.jpg","2/12/2023 05:40:31.-1f+00","2001","f","24"
"620","Примадонна","images/albums/image_w9K0R21.jpg","2/12/2023 05:53:13.-1f+00","1995","f","24"
"621","Холостяк (Deluxe Version)","images/albums/image_o5fi2I6.jpg","2/12/2023 05:55:51.-1f+00","2015","f","1"
"622","юбилейный 30 - EP","images/albums/image_po3GcKA.jpg","2/12/2023 06:02:15.-1f+00","2021","f","22"
"623","Я не Рафаэль","images/albums/image_nmouISW.jpg","2/12/2023 06:06:01.-1f+00","1994","f","24"
"624","Ты, ты, ты","images/albums/image_tlIYp90.jpg","2/12/2023 06:30:07.-1f+00","1991","f","24"
"625","Натали","images/albums/image_NE4yULj.jpg","2/12/2023 06:35:33.-1f+00","1995","f","22"
"626","Ой, мама, шика дам!","images/albums/image_uXiZgEQ.jpg","2/12/2023 06:43:43.-1f+00","1998","f","24"
"627","Время последних романтиков","images/albums/image_AOW9MPe.jpg","2/12/2023 06:51:14.-1f+00","2012","f","1"
"628","Синдбад-Мореход","images/albums/image_l4vMR0M.jpg","2/12/2023 07:03:33.-1f+00","1996","f","24"
"629","Такой-сякой","images/albums/image_39kQDad.jpg","2/12/2023 07:18:14.-1f+00","1992","f","24"
"630","Незнакомка","images/albums/image_jfAXjSq.jpg","2/12/2023 07:31:36.-1f+00","2003","f","24"
"631","Парус","images/albums/image_iYLEsMc.jpg","2/12/2023 07:35:04.-1f+00","2004","f","22"
"632","Лучшее","images/albums/image_1t55z7G.jpg","2/12/2023 07:58:39.-1f+00","2019","f","24"
"633","Inside Wants Out - EP","images/albums/image_UT0Fs3D.jpg","2/12/2023 08:21:34.-1f+00","1999","f","23"
"635","Room For Squares","images/albums/image_VvwGhWJ.jpg","2/12/2023 09:06:04.-1f+00","2001","f","23"
"636","8 в падении","images/albums/image_uDQZ7JR.jpg","4/12/2023 04:01:02.-1f+00","2015","f","24"
"637","Начистоту","images/albums/image_lS7Cy8q.jpg","4/12/2023 04:10:30.-1f+00","2014","f","24"
"638","Мат без электричества","images/albums/image_7yZ3Fkp.jpg","4/12/2023 04:24:17.-1f+00","1999","f","23"
"639","Случайный взгляд","images/albums/image_Ut4pJ1e.jpg","4/12/2023 04:27:47.-1f+00","2005","f","1"
"640","На краю","images/albums/image_hVvYH75.jpg","4/12/2023 04:28:24.-1f+00","2013","f","24"
"641","Пуля","images/albums/image_GmcTS6I.jpg","4/12/2023 04:42:17.-1f+00","1999","f","23"
"642","Феномены","images/albums/image_DAksNvH.jpg","4/12/2023 04:42:44.-1f+00","2017","f","24"
"650","Декаданс","images/albums/image_WSYrSOP.jpg","4/12/2023 05:29:34.-1f+00","2022","f","1"
"1241","Britney (Deluxe Version)","images/albums/image_ipGOTAD.jpg","20/12/2023 06:29:43.-1f+00","2001","f","24"
"643","Чувство Ю","images/albums/image_kQcQyn4.jpg","4/12/2023 04:49:15.-1f+00","2017","f","24"
"644","Селяви","images/albums/image_uwllyze.jpg","4/12/2023 04:59:23.-1f+00","2020","f","24"
"645","Дачники","images/albums/image_qJBIEhK.jpg","4/12/2023 05:04:00.-1f+00","2000","f","23"
"646","Оригами","images/albums/image_KxJA36k.jpg","4/12/2023 05:11:55.-1f+00","2015","f","24"
"647","Реверсив","images/albums/image_N8HT5yk.jpg","4/12/2023 05:12:36.-1f+00","2022","f","1"
"648","Магнит","images/albums/image_0zcBP03.jpg","4/12/2023 05:19:41.-1f+00","2006","f","24"
"649","Маде ин жопа","images/albums/image_Zouq5vt.jpg","4/12/2023 05:26:34.-1f+00","2001","f","23"
"654","Пуля+ (Диск 2)","images/albums/image_brzIK1z.jpg","4/12/2023 06:12:39.-1f+00","2001","f","23"
"653","Пуля+ (Диск 1)","images/albums/image_TI7dVdW.jpg","4/12/2023 05:48:44.-1f+00","2001","f","23"
"655","Гранатовый сок","images/albums/image_DnN2rNF.jpg","4/12/2023 06:14:34.-1f+00","2022","f","1"
"656","Любовь. Дорога. Грусть И Радость.","images/albums/image_8ehDYZl.jpg","4/12/2023 06:17:35.-1f+00","2007","f","24"
"657","Дежавю","images/albums/image_jEOL6Mx.jpg","4/12/2023 06:26:52.-1f+00","2003","f","24"
"658","Пираты XXI века","images/albums/image_oRYtAwb.jpg","4/12/2023 06:27:37.-1f+00","2002","f","23"
"659","Небесный ампир","images/albums/image_gcYOKU7.jpg","4/12/2023 06:33:54.-1f+00","2021","f","1"
"660","Леонид Агутин","images/albums/image_ywN5esY.jpg","4/12/2023 06:40:27.-1f+00","2000","f","24"
"661","Точка","images/albums/image_igiUN9O.jpg","4/12/2023 06:41:21.-1f+00","2002","f","23"
"662","Летний Дождь","images/albums/image_j2bIJwF.jpg","4/12/2023 06:55:34.-1f+00","1997","f","24"
"663","Для миллионов","images/albums/image_Va48lZX.jpg","4/12/2023 07:01:26.-1f+00","2003","f","23"
"664","Декамерон","images/albums/image_P9e41lE.jpg","4/12/2023 07:04:51.-1f+00","1995","f","24"
"665","Босоногий мальчик","images/albums/image_BUvujrI.jpg","4/12/2023 07:13:37.-1f+00","1994","f","24"
"666","Инверсия","images/albums/image_s4B9TAN.jpg","4/12/2023 07:15:01.-1f+00","2019","f","1"
"667","Бабаробот","images/albums/image_Ao5wi51.jpg","4/12/2023 07:17:49.-1f+00","2003","f","23"
"668","Малый повзрослел, Ч. 1","images/albums/image_WVB9wio.jpg","4/12/2023 07:27:17.-1f+00","2016","f","24"
"669","Жить в кайф","images/albums/image_iFqFEuq.jpg","4/12/2023 07:42:33.-1f+00","2013","f","24"
"670","Хлеб","images/albums/image_kO3gA0V.jpg","4/12/2023 07:49:25.-1f+00","2005","f","23"
"671","Samskara","images/albums/image_mf1kisG.jpg","4/12/2023 08:10:54.-1f+00","2019","f","1"
"672","Животный мир","images/albums/image_SPf6SLf.jpg","4/12/2023 08:32:41.-1f+00","2012","f","24"
"673","Бабье лето","images/albums/image_HFO4TzD.jpg","4/12/2023 08:38:55.-1f+00","2006","f","23"
"674","Небеса","images/albums/image_0o56yWN.jpg","4/12/2023 09:05:00.-1f+00","2007","f","25"
"675","Графский Переулок","images/albums/image_Y1bU6fI.jpg","4/12/2023 09:11:16.-1f+00","2003","f","24"
"676","Аврора","images/albums/image_bF6IDmx.jpg","4/12/2023 09:36:59.-1f+00","2007","f","23"
"677","Жизнь-река","images/albums/image_VEWjun3.jpg","4/12/2023 09:37:46.-1f+00","2008","f","25"
"678","Долгий путь","images/albums/image_rmRyCpS.jpg","4/12/2023 09:45:32.-1f+00","2020","f","24"
"679","Живой...","images/albums/image_iNRgbZo.jpg","4/12/2023 09:54:27.-1f+00","2012","f","25"
"680","Дискоклуб-16А","images/albums/image_tNvvufx.jpg","4/12/2023 10:05:43.-1f+00","1986","f","24"
"681","Музыка","images/albums/image_H4Mdb4b.jpg","4/12/2023 10:17:31.-1f+00","1983","f","25"
"682","Армия","images/albums/image_bcsjaRc.jpg","4/12/2023 10:21:45.-1f+00","2012","f","24"
"683","Вечный Огонь","images/albums/image_4FH43rE.jpg","4/12/2023 10:29:03.-1f+00","2011","f","23"
"684","Виват, король!","images/albums/image_HIZjaJF.jpg","4/12/2023 10:33:25.-1f+00","1994","f","25"
"685","Бонни & клайд","images/albums/image_Nc379de.jpg","4/12/2023 10:45:15.-1f+00","2007","f","24"
"686","Спасибо, музыка, тебе!","images/albums/image_RAKuWdj.jpg","4/12/2023 10:48:23.-1f+00","1996","f","25"
"687","Хна","images/albums/image_6Hvoho2.jpg","4/12/2023 10:50:35.-1f+00","2011","f","23"
"688","Посвящение женщине (Баллады на стихи Марины Цветаевой)","images/albums/image_wBy6CFf.jpg","4/12/2023 11:01:27.-1f+00","2001","f","25"
"689","4 изобретение музыки","images/albums/image_jMHNzys.jpg","4/12/2023 11:06:18.-1f+00","2012","f","24"
"690","Мне вчера приснилось небо...","images/albums/image_cc58ww0.jpg","4/12/2023 11:12:38.-1f+00","2002","f","25"
"691","Koshika","images/albums/image_snuQWZJ.jpg","4/12/2023 11:18:26.-1f+00","2006","f","24"
"692","Пляж наш","images/albums/image_lfvxhA1.jpg","4/12/2023 11:22:52.-1f+00","2014","f","23"
"693","Виват, любовь, виват!","images/albums/image_jE9BGsC.jpg","4/12/2023 11:23:02.-1f+00","2002","f","25"
"694","Sms","images/albums/image_Vav5wNY.jpg","4/12/2023 11:27:39.-1f+00","2004","f","24"
"695","Музыка - храм души","images/albums/image_cRIouUr.jpg","4/12/2023 11:40:34.-1f+00","2004","f","25"
"696","Воздушный поцелуй","images/albums/image_Z4klRPi.jpg","4/12/2023 11:53:16.-1f+00","2008","f","25"
"697","H****a","images/albums/image_gYwnnRh.jpg","4/12/2023 12:16:42.-1f+00","2005","f","23"
"698","Тамара Гвердцители (Диск 1)","images/albums/image_DYO3kfz.jpg","4/12/2023 12:21:39.-1f+00","2014","f","25"
"699","Тамара Гвердцители (Диск 2)","images/albums/image_T93WFW9.jpg","4/12/2023 12:33:37.-1f+00","2014","f","25"
"709","Black Water","images/albums/image_gmeGtPO.jpg","5/12/2023 04:45:13.-1f+00","2018","f","22"
"700","Тамара Гвердцители (Диск 3)","images/albums/image_8cmHdQH.jpeg","4/12/2023 12:39:45.-1f+00","2014","f","25"
"701","Белый альбом","images/albums/image_zb8i7jp.jpg","5/12/2023 03:29:47.-1f+00","2017","f","1"
"702","Цунами","images/albums/image_mc5vmvF.jpg","5/12/2023 04:01:51.-1f+00","2002","f","24"
"703","No Name","images/albums/image_GypSsgG.jpg","5/12/2023 04:06:16.-1f+00","2021","f","22"
"704","Второй Магаданский...","images/albums/image_SYdnpPy.jpg","5/12/2023 04:08:59.-1f+00","2003","f","23"
"705","Рубеж","images/albums/image_hR58MPp.jpg","5/12/2023 04:19:16.-1f+00","2001","f","24"
"706","Лютик","images/albums/image_fzMUgmK.jpg","5/12/2023 04:30:03.-1f+00","2012","f","23"
"707","Bu Ri To","images/albums/image_sCMb2nx.jpg","5/12/2023 04:32:06.-1f+00","2015","f","1"
"708","Детский лепет","images/albums/image_fWFJmtr.jpg","5/12/2023 04:34:02.-1f+00","1999","f","24"
"715","Я не та","images/albums/image_RqWd2Vb.jpg","5/12/2023 05:54:17.-1f+00","2007","f","22"
"710","Капля дегтя в бочке мёда (Диск 1)","images/albums/image_QtQIiYh.jpeg","5/12/2023 04:48:39.-1f+00","1998","f","24"
"711","Капля дегтя в бочке мёда (Диск 2)","images/albums/image_xKv2cEa.jpg","5/12/2023 05:02:00.-1f+00","1998","f","24"
"712","Да!","images/albums/image_qViUs24.jpg","5/12/2023 05:15:37.-1f+00","1998","f","23"
"713","Для неё","images/albums/image_TtbrdbY.jpg","5/12/2023 05:26:03.-1f+00","2009","f","22"
"714","Алла Пугачёва в Стокгольме","images/albums/image_iY0pvdQ.jpg","5/12/2023 05:43:48.-1f+00","1996","f","23"
"716","Сила трёх","images/albums/image_jc5dY5N.jpg","5/12/2023 06:03:20.-1f+00","2016","f","24"
"717","Не делайте мне больно, господа","images/albums/image_1czYsb8.jpg","5/12/2023 06:07:51.-1f+00","1995","f","23"
"718","Зара","images/albums/image_MKpQ2Vz.jpg","5/12/2023 06:19:05.-1f+00","2000","f","22"
"719","Mama Lover","images/albums/image_4ImK9XQ.jpg","5/12/2023 06:28:08.-1f+00","2012","f","24"
"720","Пришла и говорю","images/albums/image_6xImpcC.jpg","5/12/2023 06:35:02.-1f+00","1987","f","23"
"721","Опиумroz","images/albums/image_hbtZZ8K.jpg","5/12/2023 06:46:18.-1f+00","2009","f","24"
"722","Счастья в личной жизни!","images/albums/image_sM7PECg.jpg","5/12/2023 06:50:58.-1f+00","1986","f","23"
"723","Там, где течёт река","images/albums/image_mPUWrtP.jpg","5/12/2023 07:05:20.-1f+00","2002","f","22"
"724","Миллион роз","images/albums/image_ibLNMjH.jpg","5/12/2023 07:15:24.-1f+00","1983","f","23"
"725","Борт 115","images/albums/image_8PRmCpw.jpg","5/12/2023 07:27:56.-1f+00","2004","f","24"
"726","Как тревожен этот путь","images/albums/image_Jl929Zb.jpg","5/12/2023 07:50:05.-1f+00","1982","f","23"
"727","Сердце Джульетты","images/albums/image_1Spvdih.jpg","5/12/2023 07:55:08.-1f+00","1999","f","22"
"1242","Oops!... I Did It Again","images/albums/image_LhPm7bk.jpg","20/12/2023 06:40:28.-1f+00","2000","f","24"
"1248","One More Love","images/albums/image_WksTLPx.jpg","20/12/2023 07:06:38.-1f+00","2009","f","24"
"728","Старинные русские романсы","images/albums/image_TXOHOEW.jpg","5/12/2023 07:58:56.-1f+00","2003","f","24"
"729","Берега","images/albums/image_5LbyMV3.jpg","5/12/2023 08:37:33.-1f+00","2001","f","24"
"730","Не оставляй меня одну","images/albums/image_lLUbOAy.jpg","5/12/2023 08:38:34.-1f+00","2004","f","22"
"731","Золото любви","images/albums/image_93Zxpf5.jpg","5/12/2023 09:09:28.-1f+00","2001","f","25"
"732","Бал (Любимая Коллекция)","images/albums/image_jyKqJSl.jpg","5/12/2023 09:33:02.-1f+00","2001","f","24"
